"28088 Montejo de la Sierra  	Renta neta media por hogar	2020	26.470"
"28089 Moraleja de Enmedio  	Renta neta media por hogar	2020	38.307"
"28090 Moralzarzal  	Renta neta media por hogar	2020	45.812"
"28091 Morata de TajuÒa  	Renta neta media por hogar	2020	29.331"
"28092 MÛstoles  	Renta neta media por hogar	2020	33.475"
"28093 Navacerrada  	Renta neta media por hogar	2020	40.533"
"28094 Navalafuente  	Renta neta media por hogar	2020	29.402"
"28095 Navalagamella  	Renta neta media por hogar	2020	29.464"
"28096 Navalcarnero  	Renta neta media por hogar	2020	36.243"
"28097 Navarredonda y San MamÈs  	Renta neta media por hogar	2020	26.065"
"28099 Navas del Rey  	Renta neta media por hogar	2020	28.545"
"28100 Nuevo Bazt·n  	Renta neta media por hogar	2020	37.298"
"28101 Olmeda de las Fuentes  	Renta neta media por hogar	2020	35.496"
"28102 Orusco de TajuÒa  	Renta neta media por hogar	2020	25.088"
"28104 Paracuellos de Jarama  	Renta neta media por hogar	2020	53.671"
"28106 Parla  	Renta neta media por hogar	2020	29.788"
"28107 Patones  	Renta neta media por hogar	2020	34.230"
"28108 Pedrezuela  	Renta neta media por hogar	2020	35.623"
"28109 Pelayos de la Presa  	Renta neta media por hogar	2020	25.910"
"28110 Perales de TajuÒa  	Renta neta media por hogar	2020	27.725"
"28111 Pezuela de las Torres  	Renta neta media por hogar	2020	29.202"
"28112 Pinilla del Valle  	Renta neta media por hogar	2020	29.340"
"28113 Pinto  	Renta neta media por hogar	2020	36.498"
"28114 PiÒuÈcar-Gandullas  	Renta neta media por hogar	2020	25.355"
"28115 Pozuelo de AlarcÛn  	Renta neta media por hogar	2020	82.973"
"28116 Pozuelo del Rey  	Renta neta media por hogar	2020	30.961"
"28117 Pr·dena del RincÛn  	Renta neta media por hogar	2020	32.802"
"28118 Puebla de la Sierra  	Renta neta media por hogar	2020	27.408"
"28119 Quijorna  	Renta neta media por hogar	2020	35.093"
"28120 RascafrÌa  	Renta neta media por hogar	2020	32.395"
"28121 RedueÒa  	Renta neta media por hogar	2020	34.892"
"28122 Ribatejada  	Renta neta media por hogar	2020	29.129"
"28123 Rivas-Vaciamadrid  	Renta neta media por hogar	2020	46.289"
"28124 Robledillo de la Jara  	Renta neta media por hogar	2020	27.408"
"28125 Robledo de Chavela  	Renta neta media por hogar	2020	31.768"
"28126 Robregordo  	Renta neta media por hogar	2020	27.408"
"28127 Rozas de Madrid, Las  	Renta neta media por hogar	2020	63.629"
"28128 Rozas de Puerto Real  	Renta neta media por hogar	2020	27.748"
"28129 San AgustÌn del Guadalix  	Renta neta media por hogar	2020	52.092"
"28130 San Fernando de Henares  	Renta neta media por hogar	2020	35.065"
"28131 San Lorenzo de El Escorial  	Renta neta media por hogar	2020	37.161"
"28132 San MartÌn de la Vega  	Renta neta media por hogar	2020	32.518"
"28133 San MartÌn de Valdeiglesias  	Renta neta media por hogar	2020	28.838"
"28134 San Sebasti·n de los Reyes  	Renta neta media por hogar	2020	44.359"
"28135 Santa MarÌa de la Alameda  	Renta neta media por hogar	2020	25.331"
"28136 Santorcaz  	Renta neta media por hogar	2020	29.241"
"28137 Santos de la Humosa, Los  	Renta neta media por hogar	2020	33.834"
"28138 Serna del Monte, La  	Renta neta media por hogar	2020	27.408"
"28140 Serranillos del Valle  	Renta neta media por hogar	2020	39.543"
"28141 Sevilla la Nueva  	Renta neta media por hogar	2020	37.375"
"28143 Somosierra  	Renta neta media por hogar	2020	27.408"
"28144 Soto del Real  	Renta neta media por hogar	2020	46.546"
"28145 Talamanca de Jarama  	Renta neta media por hogar	2020	33.830"
"28146 Tielmes  	Renta neta media por hogar	2020	26.861"
"28147 Titulcia  	Renta neta media por hogar	2020	31.612"
"28148 TorrejÛn de Ardoz  	Renta neta media por hogar	2020	35.052"
"28149 TorrejÛn de la Calzada  	Renta neta media por hogar	2020	39.171"
"28150 TorrejÛn de Velasco  	Renta neta media por hogar	2020	35.895"
"28151 Torrelaguna  	Renta neta media por hogar	2020	33.050"
"28152 Torrelodones  	Renta neta media por hogar	2020	67.763"
"28153 Torremocha de Jarama  	Renta neta media por hogar	2020	35.813"
"28154 Torres de la Alameda  	Renta neta media por hogar	2020	33.067"
"28155 Valdaracete  	Renta neta media por hogar	2020	25.817"
"28156 Valdeavero  	Renta neta media por hogar	2020	32.055"
"28157 Valdelaguna  	Renta neta media por hogar	2020	27.019"
"28158 Valdemanco  	Renta neta media por hogar	2020	30.360"
"28159 Valdemaqueda  	Renta neta media por hogar	2020	23.711"
"28160 Valdemorillo  	Renta neta media por hogar	2020	40.886"
"28161 Valdemoro  	Renta neta media por hogar	2020	38.246"
"28162 Valdeolmos-Alalpardo  	Renta neta media por hogar	2020	43.908"
"28163 ValdepiÈlagos  	Renta neta media por hogar	2020	32.983"
"28164 Valdetorres de Jarama  	Renta neta media por hogar	2020	35.598"
"28165 Valdilecha  	Renta neta media por hogar	2020	27.881"
"28166 Valverde de Alcal·  	Renta neta media por hogar	2020	32.123"
"28167 Velilla de San Antonio  	Renta neta media por hogar	2020	37.881"
"28168 VellÛn, El  	Renta neta media por hogar	2020	29.233"
"28169 Venturada  	Renta neta media por hogar	2020	51.476"
"28170 Villaconejos  	Renta neta media por hogar	2020	26.498"
"28171 Villa del Prado  	Renta neta media por hogar	2020	29.439"
"28172 Villalbilla  	Renta neta media por hogar	2020	46.475"
"28173 Villamanrique de Tajo  	Renta neta media por hogar	2020	25.228"
"28174 Villamanta  	Renta neta media por hogar	2020	30.561"
"28175 Villamantilla  	Renta neta media por hogar	2020	33.739"
"28176 Villanueva de la CaÒada  	Renta neta media por hogar	2020	59.240"
"28177 Villanueva del Pardillo  	Renta neta media por hogar	2020	50.302"
"28178 Villanueva de Perales  	Renta neta media por hogar	2020	35.178"
"28179 Villar del Olmo  	Renta neta media por hogar	2020	36.023"
"28180 Villarejo de SalvanÈs  	Renta neta media por hogar	2020	29.851"
"28181 Villaviciosa de OdÛn  	Renta neta media por hogar	2020	56.991"
"28182 Villavieja del Lozoya  	Renta neta media por hogar	2020	31.047"
"28183 Zarzalejo  	Renta neta media por hogar	2020	26.366"
"28901 Lozoyuela-Navas-Sieteiglesias  	Renta neta media por hogar	2020	27.853"
"28902 Puentes Viejas  	Renta neta media por hogar	2020	29.733"
"28903 Tres Cantos  	Renta neta media por hogar	2020	57.055"
